"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"5001600US3103","Congressional District 3 (116th Congress), Nebraska","249440","2756","5.3","0.6","5.0","0.6","9.0","0.8","9.8","0.7","15.4","0.9","20.1","1.2","14.5","1.0","13.2","0.9","4.8","0.5","3.0","0.4","55729","1313","71413","2037","37.3","(X)","(X)","(X)","(X)","(X)","161510","3198","2.9","0.6","2.0","0.5","5.6","0.8","7.1","0.6","13.8","1.2","22.2","1.4","17.7","1.2","18.0","1.2","6.8","0.8","3.9","0.6","70862","1944","85347","2649","(X)","(X)","36.8","(X)","(X)","(X)","129896","3401","1.2","0.4","1.1","0.3","3.4","0.7","5.7","0.6","12.5","1.2","22.7","1.6","19.7","1.3","20.8","1.2","8.2","1.0","4.7","0.7","79165","2399","94433","2886","(X)","(X)","(X)","(X)","(X)","(X)","87930","3308","11.0","1.4","10.7","1.4","16.2","1.6","15.5","1.6","18.4","1.5","15.6","1.5","7.1","1.1","3.7","0.8","0.7","0.4","1.1","0.4","32068","1144","42937","2700","(X)","(X)","(X)","(X)","36.8","(X)"
"5001600US3201","Congressional District 1 (116th Congress), Nevada","257962","6012","10.9","1.1","6.1","0.8","10.8","1.0","12.1","1.2","16.1","1.4","18.5","1.3","11.0","1.1","9.3","0.9","2.5","0.5","2.6","0.4","44078","2020","61138","2601","42.4","(X)","(X)","(X)","(X)","(X)","146052","5389","7.6","1.3","4.0","0.8","8.5","1.1","11.4","1.4","16.6","1.9","21.1","1.7","13.4","1.3","11.6","1.3","2.9","0.6","2.9","0.6","51582","1718","69161","3519","(X)","(X)","45.4","(X)","(X)","(X)","83833","4634","3.5","1.1","2.5","0.9","6.1","1.3","9.9","1.8","15.5","2.3","23.5","2.3","15.2","1.9","15.1","2.0","4.3","1.0","4.4","0.9","63090","4238","83970","5683","(X)","(X)","(X)","(X)","(X)","(X)","111910","4984","17.2","1.9","9.0","1.5","15.3","1.7","13.8","1.8","15.9","2.0","13.9","1.8","6.8","1.5","4.7","1.1","1.4","0.6","2.0","0.6","30954","1376","46078","4075","(X)","(X)","(X)","(X)","36.1","(X)"
"5001600US3202","Congressional District 2 (116th Congress), Nevada","298135","3306","4.3","0.7","3.9","0.6","8.1","0.8","7.5","0.9","11.7","1.1","17.6","1.3","15.3","1.2","18.3","1.1","6.6","0.8","6.8","0.7","69972","2050","93141","3044","35.6","(X)","(X)","(X)","(X)","(X)","190605","4565","1.5","0.5","2.0","0.5","5.4","0.8","6.4","1.1","9.6","1.3","17.9","1.5","18.3","1.6","21.9","1.4","8.4","1.1","8.6","1.0","84913","2280","108612","4656","(X)","(X)","35.9","(X)","(X)","(X)","144942","4649","0.8","0.4","0.9","0.5","3.1","0.7","5.3","1.2","8.5","1.4","15.8","1.7","19.3","1.9","25.3","1.6","9.9","1.4","11.0","1.3","95456","2182","122326","5484","(X)","(X)","(X)","(X)","(X)","(X)","107530","4173","10.1","1.9","7.9","1.5","13.8","2.0","10.1","1.6","15.5","2.2","16.8","1.9","9.4","1.4","10.2","1.4","2.7","0.8","3.4","1.0","42261","2607","61277","3782","(X)","(X)","(X)","(X)","33.7","(X)"
"5001600US3203","Congressional District 3 (116th Congress), Nevada","321058","5762","3.6","0.5","2.7","0.5","5.6","0.7","6.0","0.8","10.8","1.0","18.7","1.1","14.2","1.0","19.1","1.2","8.7","0.8","10.6","0.9","79169","1997","108495","3478","35.8","(X)","(X)","(X)","(X)","(X)","208995","5729","1.7","0.5","1.3","0.5","3.7","0.8","5.2","1.0","9.0","1.2","17.8","1.4","15.3","1.3","21.7","1.6","10.4","1.1","13.9","1.3","91471","3277","126212","4969","(X)","(X)","36.1","(X)","(X)","(X)","155741","4847","0.9","0.4","0.5","0.3","2.2","0.7","3.8","0.9","6.5","1.1","16.7","1.6","15.9","1.4","23.6","1.9","12.4","1.4","17.4","1.6","105827","3485","142499","5806","(X)","(X)","(X)","(X)","(X)","(X)","112063","5637","7.5","1.1","5.7","1.4","10.2","1.7","8.8","1.4","14.8","1.8","20.7","2.3","12.4","1.7","12.5","1.7","4.0","1.0","3.4","0.9","52229","2278","68801","4091","(X)","(X)","(X)","(X)","33.3","(X)"
"5001600US3204","Congressional District 4 (116th Congress), Nevada","266402","6190","6.1","0.8","3.4","0.5","7.8","1.0","7.6","0.8","14.2","1.3","20.0","1.4","14.9","1.2","15.6","1.2","5.8","0.7","4.6","0.6","62241","1725","79034","2034","41.5","(X)","(X)","(X)","(X)","(X)","178103","5262","3.2","0.7","2.0","0.6","5.7","0.9","6.7","1.1","14.9","1.5","19.4","1.7","16.6","1.4","19.1","1.5","6.9","0.9","5.5","0.7","72070","2751","88737","2638","(X)","(X)","43.4","(X)","(X)","(X)","121954","4485","1.3","0.5","0.9","0.4","3.3","1.0","4.7","1.0","12.4","1.7","20.2","2.1","18.5","1.8","22.8","2.0","8.8","1.2","7.1","1.0","83470","3318","101394","3116","(X)","(X)","(X)","(X)","(X)","(X)","88299","4705","12.9","1.9","6.5","1.5","13.3","2.1","10.5","1.6","13.7","2.0","20.6","1.9","10.2","1.8","7.3","1.4","2.9","1.1","2.1","0.9","40692","1879","54070","3728","(X)","(X)","(X)","(X)","35.1","(X)"
"5001600US3301","Congressional District 1 (116th Congress), New Hampshire","274786","4131","3.8","0.7","2.6","0.6","6.7","0.9","6.6","0.9","10.4","0.9","17.2","1.3","14.0","1.1","18.8","1.3","9.8","0.9","10.2","0.9","79996","2758","104135","3204","32.0","(X)","(X)","(X)","(X)","(X)","176783","4106","1.7","0.5","1.2","0.5","3.9","0.9","4.3","0.8","8.0","1.2","16.2","1.6","14.8","1.4","23.3","1.9","12.5","1.2","14.1","1.2","99843","3658","124499","4089","(X)","(X)","32.3","(X)","(X)","(X)","138473","3796","0.7","0.3","0.6","0.4","2.2","0.8","3.0","0.8","7.2","1.3","13.6","1.6","15.3","1.6","25.7","2.1","14.7","1.5","17.1","1.4","112979","4031","138574","4594","(X)","(X)","(X)","(X)","(X)","(X)","98003","4443","8.1","1.7","5.6","1.3","12.6","2.0","11.3","1.9","14.5","2.0","19.1","2.1","12.7","1.8","10.5","1.6","3.2","1.0","2.4","0.8","48231","2832","61299","3686","(X)","(X)","(X)","(X)","30.1","(X)"
"5001600US3302","Congressional District 2 (116th Congress), New Hampshire","266610","4661","4.1","0.6","3.5","0.7","6.3","0.8","7.0","0.8","11.6","0.9","16.6","1.3","14.3","1.0","18.7","1.2","8.6","0.9","9.3","0.9","76368","2306","97529","2698","31.0","(X)","(X)","(X)","(X)","(X)","169630","5091","1.5","0.5","1.2","0.4","3.1","0.7","4.7","0.8","10.4","1.2","15.3","1.4","17.1","1.3","22.9","1.9","11.4","1.2","12.5","1.2","95220","3244","117544","3915","(X)","(X)","32.2","(X)","(X)","(X)","135209","5290","0.6","0.4","0.5","0.3","1.5","0.5","3.6","0.7","8.8","1.3","14.6","1.6","16.7","1.5","25.4","2.0","13.2","1.4","15.0","1.4","105541","3763","129800","4644","(X)","(X)","(X)","(X)","(X)","(X)","96980","4472","9.6","1.6","8.0","1.8","12.8","1.8","11.4","1.7","14.4","1.9","17.9","2.2","9.6","1.7","10.2","1.7","3.4","1.1","2.8","0.9","43386","2768","58118","2692","(X)","(X)","(X)","(X)","27.9","(X)"
"5001600US3401","Congressional District 1 (116th Congress), New Jersey","270997","3747","5.5","0.8","3.3","0.6","7.4","0.9","8.0","0.9","9.7","0.8","16.0","1.3","12.2","1.1","18.9","1.3","9.2","0.8","9.8","0.9","75244","2371","100323","2809","34.8","(X)","(X)","(X)","(X)","(X)","179794","4961","2.4","0.8","1.7","0.6","4.4","1.0","6.4","1.1","8.0","1.1","15.9","1.5","13.6","1.3","22.2","1.7","12.1","1.2","13.4","1.2","95179","4083","119623","4186","(X)","(X)","36.6","(X)","(X)","(X)","125416","3958","0.7","0.3","0.6","0.3","1.8","0.6","3.5","0.8","6.1","1.2","14.0","1.5","13.4","1.4","26.3","2.0","15.8","1.6","17.9","1.6","117878","3973","142653","5232","(X)","(X)","(X)","(X)","(X)","(X)","91203","4682","12.4","2.1","6.4","1.5","13.6","1.9","12.0","1.8","13.6","1.8","17.1","2.3","8.9","1.5","11.0","1.8","2.8","0.8","2.2","0.8","40594","2476","58227","5319","(X)","(X)","(X)","(X)","29.8","(X)"
"5001600US3402","Congressional District 2 (116th Congress), New Jersey","271508","5128","5.5","0.8","3.6","0.6","8.0","0.8","7.8","0.9","11.6","1.2","17.8","1.6","12.6","1.1","16.8","1.2","8.0","0.7","8.3","0.8","68127","2366","95538","4058","37.2","(X)","(X)","(X)","(X)","(X)","181249","5616","3.4","0.7","1.5","0.6","4.7","0.8","6.8","1.1","10.7","1.2","18.8","1.9","13.5","1.3","19.7","1.6","10.3","1.0","10.5","1.2","82268","3220","111147","5956","(X)","(X)","38.1","(X)","(X)","(X)","131070","4847","1.3","0.5","0.3","0.2","2.8","0.7","4.3","1.1","8.1","1.1","18.6","2.1","13.5","1.5","23.6","1.9","13.6","1.4","13.8","1.5","101522","3434","131491","7795","(X)","(X)","(X)","(X)","(X)","(X)","90259","4426","10.9","1.8","8.2","1.6","14.8","2.1","11.5","1.8","12.9","2.1","16.1","2.3","10.2","1.6","9.2","1.4","2.8","0.9","3.4","0.8","40493","2735","59463","3289","(X)","(X)","(X)","(X)","33.5","(X)"
"5001600US3403","Congressional District 3 (116th Congress), New Jersey","284794","4176","2.6","0.5","1.7","0.4","6.5","0.8","5.6","0.6","9.4","0.9","17.3","1.3","15.0","1.1","20.1","1.1","10.3","0.9","11.5","0.8","85746","1842","110366","3459","35.0","(X)","(X)","(X)","(X)","(X)","193971","3957","1.3","0.5","0.7","0.3","3.1","0.8","3.8","0.6","7.5","1.0","16.1","1.5","15.1","1.3","24.1","1.5","12.9","1.2","15.5","1.1","103004","2498","128688","3756","(X)","(X)","35.7","(X)","(X)","(X)","148230","4252","0.5","0.2","0.3","0.2","1.9","0.6","2.8","0.6","6.0","0.8","13.8","1.6","15.2","1.6","25.2","1.8","15.2","1.5","19.2","1.4","116163","4237","N","N","(X)","(X)","(X)","(X)","(X)","(X)","90823","4398","6.3","1.4","4.1","1.2","14.1","1.9","10.6","1.4","14.0","1.8","20.6","2.4","13.4","1.9","11.0","1.8","3.6","0.9","2.3","0.7","50692","2266","66639","5184","(X)","(X)","(X)","(X)","32.6","(X)"
"5001600US3404","Congressional District 4 (116th Congress), New Jersey","275617","4718","4.1","0.7","2.7","0.5","5.8","0.8","7.3","0.9","8.1","0.9","13.8","1.0","11.7","1.1","19.5","1.3","10.4","0.9","16.7","1.2","91212","3104","128446","4338","38.7","(X)","(X)","(X)","(X)","(X)","185859","4345","1.9","0.7","0.9","0.4","3.0","0.7","4.6","1.0","6.6","1.1","12.1","1.1","12.0","1.2","23.4","1.6","13.1","1.3","22.5","1.5","116794","2374","155839","6141","(X)","(X)","39.1","(X)","(X)","(X)","151202","3987","1.2","0.6","0.3","0.2","2.5","0.7","3.1","0.9","5.6","1.2","10.7","1.2","11.6","1.4","25.3","1.8","14.9","1.6","24.8","1.6","127130","4001","N","N","(X)","(X)","(X)","(X)","(X)","(X)","89758","4755","9.4","1.9","6.4","1.4","12.0","2.2","12.8","2.0","12.1","1.7","17.4","2.3","10.6","1.8","10.5","1.8","4.5","1.2","4.2","1.7","46448","5107","68256","5454","(X)","(X)","(X)","(X)","36.7","(X)"
"5001600US3405","Congressional District 5 (116th Congress), New Jersey","267665","4601","3.0","0.6","1.7","0.4","4.1","0.7","4.1","0.6","8.0","0.9","12.3","1.0","12.1","1.2","19.2","1.5","12.9","1.0","22.6","1.2","110329","3206","149752","4023","37.8","(X)","(X)","(X)","(X)","(X)","193104","4866","1.6","0.6","0.7","0.3","2.1","0.6","2.3","0.6","5.8","0.9","10.7","1.3","11.6","1.4","20.8","1.7","15.9","1.3","28.7","1.5","136290","4507","176115","5155","(X)","(X)","38.8","(X)","(X)","(X)","157405","5176","0.5","0.3","0.5","0.2","0.9","0.4","1.6","0.5","4.6","0.9","7.9","1.1","11.4","1.4","21.7","1.7","17.5","1.5","33.5","1.6","152273","5773","194285","6059","(X)","(X)","(X)","(X)","(X)","(X)","74561","4276","7.0","1.7","5.0","1.4","10.0","1.8","9.0","1.7","14.0","2.4","16.9","2.3","12.9","2.4","14.4","2.5","4.5","1.2","6.2","1.6","56295","3525","77778","4880","(X)","(X)","(X)","(X)","34.3","(X)"
"5001600US3406","Congressional District 6 (116th Congress), New Jersey","256290","4158","4.6","0.7","2.3","0.5","6.0","0.9","5.5","0.9","8.8","1.0","14.0","1.1","12.3","1.1","20.5","1.3","11.1","1.0","15.0","1.1","91654","3108","116531","3058","39.1","(X)","(X)","(X)","(X)","(X)","182705","4098","2.2","0.7","1.7","0.6","3.9","0.8","4.8","0.9","7.2","1.1","11.9","1.3","12.0","1.2","24.4","1.6","13.4","1.3","18.5","1.4","111195","3548","132605","3571","(X)","(X)","40.5","(X)","(X)","(X)","135016","4052","1.0","0.6","1.1","0.7","2.4","0.7","2.7","0.9","5.4","1.3","9.8","1.4","11.5","1.3","27.5","2.0","15.9","1.6","22.8","1.8","126166","3321","150322","4571","(X)","(X)","(X)","(X)","(X)","(X)","73585","3743","11.0","2.3","3.7","1.1","11.8","2.3","8.6","1.9","13.2","1.9","19.5","2.4","12.0","2.0","10.7","1.8","4.8","1.4","4.6","1.1","53358","5840","71514","6867","(X)","(X)","(X)","(X)","33.0","(X)"
"5001600US3407","Congressional District 7 (116th Congress), New Jersey","271992","4331","2.2","0.5","2.5","0.5","4.8","0.7","3.6","0.6","6.0","0.7","13.6","1.1","11.1","1.1","17.6","1.1","12.2","0.8","26.4","1.1","115585","3631","162237","4087","30.3","(X)","(X)","(X)","(X)","(X)","196802","4610","0.8","0.3","0.9","0.4","2.3","0.6","2.0","0.5","5.3","0.9","11.3","1.2","9.9","1.4","18.7","1.3","15.0","1.1","33.7","1.4","144534","6540","192912","5533","(X)","(X)","31.3","(X)","(X)","(X)","163842","4928","0.4","0.2","0.8","0.5","1.5","0.5","1.5","0.6","3.3","0.8","9.7","1.2","9.2","1.2","18.0","1.3","16.9","1.3","38.7","1.6","164618","5436","N","N","(X)","(X)","(X)","(X)","(X)","(X)","75190","3789","6.8","1.6","6.5","1.6","12.0","2.1","7.6","1.6","9.8","1.6","18.6","2.3","13.7","2.4","14.2","2.4","4.2","1.1","6.6","1.5","58666","3877","77707","5003","(X)","(X)","(X)","(X)","26.5","(X)"
"5001600US3408","Congressional District 8 (116th Congress), New Jersey","287329","5750","6.6","0.9","4.2","0.7","8.6","0.9","8.3","0.9","10.7","1.0","16.1","1.4","12.1","1.2","13.9","1.2","7.3","0.9","12.1","0.9","65658","2498","99122","2927","37.8","(X)","(X)","(X)","(X)","(X)","180196","5114","3.2","0.7","3.0","0.8","8.7","1.1","9.4","1.3","12.1","1.4","17.1","1.8","12.5","1.5","14.3","1.6","6.7","0.9","13.1","1.2","68768","3420","104685","3731","(X)","(X)","40.2","(X)","(X)","(X)","115363","5036","1.3","0.6","1.4","0.7","4.4","1.3","7.4","1.6","10.8","1.8","16.8","2.1","12.7","1.8","17.4","2.2","8.6","1.2","19.1","1.6","90190","5345","129958","5370","(X)","(X)","(X)","(X)","(X)","(X)","107133","5203","13.3","2.1","6.9","1.4","9.4","1.6","8.1","1.7","9.8","1.8","12.8","1.8","10.2","1.8","12.6","1.8","7.3","1.5","9.6","1.7","52897","6206","83552","4797","(X)","(X)","(X)","(X)","31.6","(X)"
"5001600US3409","Congressional District 9 (116th Congress), New Jersey","270244","5670","4.9","0.8","3.7","0.7","6.6","0.8","6.9","1.0","9.5","0.9","14.6","1.1","12.7","1.0","18.8","1.4","10.3","1.0","12.0","1.1","81431","2737","109304","3958","50.2","(X)","(X)","(X)","(X)","(X)","190140","5111","3.2","0.6","2.0","0.5","5.9","0.9","6.3","1.0","9.4","1.1","14.1","1.4","12.8","1.4","20.6","1.7","12.0","1.3","13.7","1.2","92513","4087","118684","3747","(X)","(X)","52.6","(X)","(X)","(X)","131216","4692","1.2","0.5","0.8","0.4","3.1","0.9","4.3","1.2","7.8","1.3","12.7","1.6","13.9","1.5","23.5","2.1","14.4","1.6","18.4","1.7","112823","4587","140138","4623","(X)","(X)","(X)","(X)","(X)","(X)","80104","4995","10.5","2.2","7.9","2.0","9.5","1.7","9.1","1.8","11.5","1.7","15.1","2.0","11.2","1.7","13.3","2.4","5.3","1.4","6.5","1.9","52163","5150","79426","8699","(X)","(X)","(X)","(X)","40.7","(X)"
"5001600US3410","Congressional District 10 (116th Congress), New Jersey","285444","5920","8.9","0.9","4.9","0.7","7.6","0.9","8.6","1.1","11.3","1.0","17.3","1.2","11.9","1.1","15.4","1.2","6.8","0.8","7.3","0.9","61975","1804","86791","2987","43.8","(X)","(X)","(X)","(X)","(X)","178950","6305","5.2","1.1","3.0","0.8","5.7","1.0","7.7","1.3","12.0","1.5","16.5","1.5","13.4","1.4","18.8","1.6","8.4","1.0","9.3","1.1","74849","4414","100930","4137","(X)","(X)","46.3","(X)","(X)","(X)","104710","4704","2.3","0.8","1.2","0.6","3.7","1.0","5.7","1.5","8.0","1.5","14.5","1.9","14.4","1.8","24.0","2.5","11.8","1.6","14.5","1.9","100371","4142","129060","6846","(X)","(X)","(X)","(X)","(X)","(X)","106494","6109","15.5","1.8","8.6","1.5","12.4","2.1","10.4","1.8","10.4","1.7","19.1","2.3","9.7","1.6","7.6","1.6","3.3","0.9","3.0","0.8","40167","3357","56886","3427","(X)","(X)","(X)","(X)","36.7","(X)"
"5001600US3411","Congressional District 11 (116th Congress), New Jersey","270984","4563","2.4","0.5","1.0","0.3","3.6","0.6","4.2","0.6","6.2","0.8","11.9","1.1","11.0","1.0","19.7","1.2","14.1","1.1","25.7","1.0","120847","4637","158188","4115","34.7","(X)","(X)","(X)","(X)","(X)","190526","4060","0.7","0.3","0.6","0.2","2.0","0.6","2.8","0.7","4.2","0.8","8.6","1.0","9.9","1.0","20.8","1.5","16.7","1.4","33.6","1.4","150708","3602","187262","5136","(X)","(X)","35.1","(X)","(X)","(X)","158799","4440","0.3","0.1","0.4","0.2","1.1","0.6","1.9","0.6","3.4","0.7","6.8","1.0","8.8","1.1","20.9","1.6","18.1","1.6","38.4","1.4","164565","3197","N","N","(X)","(X)","(X)","(X)","(X)","(X)","80458","3732","7.0","1.7","1.9","0.8","8.0","1.6","7.5","1.3","12.3","2.3","18.9","2.0","13.8","1.8","17.1","1.8","7.6","1.5","5.7","1.2","66834","4918","85242","4771","(X)","(X)","(X)","(X)","32.4","(X)"
"5001600US3412","Congressional District 12 (116th Congress), New Jersey","273400","5322","5.8","0.9","3.0","0.7","5.5","0.7","6.3","1.0","8.7","1.0","14.8","1.3","11.6","1.0","16.8","1.4","11.6","1.1","15.9","1.0","87559","3317","118353","3199","34.4","(X)","(X)","(X)","(X)","(X)","188259","5398","2.7","0.7","2.0","0.6","3.3","0.8","4.6","1.1","6.6","1.1","12.1","1.3","13.1","1.4","18.9","1.7","15.0","1.5","21.7","1.4","114924","6090","143879","4169","(X)","(X)","34.2","(X)","(X)","(X)","145194","4781","1.2","0.5","1.2","0.6","1.5","0.6","3.9","1.3","5.2","1.1","9.0","1.3","12.9","1.6","20.7","2.0","17.1","1.9","27.3","1.9","132709","6487","164760","5216","(X)","(X)","(X)","(X)","(X)","(X)","85141","4706","12.9","2.4","5.8","1.8","10.8","1.8","11.1","2.0","13.1","2.3","20.0","2.5","9.3","1.5","10.9","2.1","3.7","0.9","2.5","0.9","44818","4278","58793","3622","(X)","(X)","(X)","(X)","34.1","(X)"
"5001600US3501","Congressional District 1 (116th Congress), New Mexico","276649","4177","7.9","0.9","5.3","0.8","9.8","1.2","9.3","1.0","13.0","1.2","17.7","1.4","12.4","1.1","13.0","1.1","5.7","0.8","5.9","0.6","55318","2312","78525","2996","32.6","(X)","(X)","(X)","(X)","(X)","163348","4750","4.6","1.1","3.4","0.9","8.3","1.5","7.7","1.3","12.3","1.4","18.0","1.6","14.2","1.5","15.4","1.7","7.6","1.1","8.4","1.0","68086","3765","92302","3959","(X)","(X)","34.3","(X)","(X)","(X)","108454","4484","1.4","0.7","2.8","0.9","4.6","1.3","5.0","1.3","8.5","1.4","18.4","2.0","16.9","1.8","20.4","2.2","10.6","1.6","11.3","1.3","86935","3651","113566","5646","(X)","(X)","(X)","(X)","(X)","(X)","113301","4417","13.5","2.0","8.2","1.5","13.4","1.9","11.8","2.1","14.3","1.9","17.1","2.4","9.4","1.5","8.1","1.5","2.2","0.7","1.9","0.6","37355","2328","54681","3696","(X)","(X)","(X)","(X)","29.3","(X)"
"5001600US3502","Congressional District 2 (116th Congress), New Mexico","254925","4525","9.4","1.2","6.1","1.0","14.0","1.4","11.1","1.1","11.6","1.1","17.9","1.4","12.0","1.3","11.1","1.1","4.4","0.8","2.5","0.6","46817","2549","62405","2360","34.4","(X)","(X)","(X)","(X)","(X)","165265","5157","4.9","1.0","3.7","0.8","11.1","1.6","10.5","1.4","12.6","1.6","19.9","1.9","14.4","1.7","14.1","1.7","6.0","1.1","2.7","0.7","57444","3272","72270","3115","(X)","(X)","36.6","(X)","(X)","(X)","113832","4952","1.9","0.8","2.6","0.9","9.1","1.7","8.4","1.5","11.6","1.6","20.1","2.5","16.0","2.1","18.7","2.4","7.9","1.5","3.7","1.0","70038","3037","84615","3940","(X)","(X)","(X)","(X)","(X)","(X)","89660","4349","19.2","2.5","10.9","1.9","19.6","2.5","11.7","1.8","11.6","2.0","13.2","2.2","6.6","1.8","4.0","0.9","1.4","0.7","1.8","1.2","25302","3079","40402","3404","(X)","(X)","(X)","(X)","29.3","(X)"
"5001600US3503","Congressional District 3 (116th Congress), New Mexico","261846","3463","7.5","0.8","4.8","0.7","10.6","0.9","10.6","1.0","13.0","1.2","18.5","1.2","12.2","1.0","13.2","1.2","4.8","0.6","4.9","0.5","53357","1982","73209","2053","36.6","(X)","(X)","(X)","(X)","(X)","168348","4429","4.9","0.9","3.0","0.8","8.3","1.1","11.0","1.3","12.8","1.3","19.7","1.5","12.9","1.5","15.0","1.4","6.0","0.9","6.4","0.7","60487","2449","82825","2730","(X)","(X)","38.8","(X)","(X)","(X)","109219","3367","2.4","0.8","1.5","0.5","5.3","1.2","8.8","1.6","9.7","1.4","19.3","1.8","15.8","1.9","19.5","2.0","8.8","1.4","8.8","1.1","78699","3154","100704","4087","(X)","(X)","(X)","(X)","(X)","(X)","93498","3856","13.2","1.7","8.9","1.4","15.0","2.0","10.9","1.5","14.3","2.0","16.8","2.3","8.6","1.5","8.1","1.6","2.2","0.7","2.0","0.6","37320","3547","51334","2632","(X)","(X)","(X)","(X)","30.9","(X)"
"5001600US3601","Congressional District 1 (116th Congress), New York","252630","5032","3.2","0.7","2.2","0.6","4.5","0.8","5.2","0.9","8.3","1.1","13.2","1.4","12.4","1.3","20.7","1.5","12.9","1.0","17.5","1.1","101701","3011","136154","5137","49.6","(X)","(X)","(X)","(X)","(X)","175160","4130","1.8","0.7","0.7","0.4","2.7","0.7","3.5","0.9","6.3","1.0","11.7","1.4","11.7","1.4","23.1","1.8","16.5","1.4","21.9","1.4","121921","3134","158021","5706","(X)","(X)","49.2","(X)","(X)","(X)","135772","4171","0.7","0.6","0.6","0.4","1.4","0.6","2.6","0.8","5.0","1.0","10.0","1.4","11.3","1.5","24.1","2.0","18.2","1.5","26.0","1.6","135332","4308","N","N","(X)","(X)","(X)","(X)","(X)","(X)","77470","5413","6.7","1.7","5.5","1.7","9.4","1.8","9.4","1.7","14.1","2.8","17.2","3.1","14.4","2.6","14.0","2.4","4.0","1.2","5.5","1.4","55008","5869","79680","6645","(X)","(X)","(X)","(X)","48.6","(X)"
"5001600US3602","Congressional District 2 (116th Congress), New York","223418","4503","2.6","0.5","1.7","0.5","4.8","0.8","4.3","0.8","6.2","0.9","13.3","1.4","12.5","1.3","22.5","1.6","14.9","1.3","17.1","1.3","108725","4211","128566","4001","49.0","(X)","(X)","(X)","(X)","(X)","167972","3529","1.4","0.5","0.8","0.5","2.0","0.6","3.1","0.8","4.8","0.8","12.4","1.4","13.4","1.5","24.5","1.8","17.5","1.5","20.0","1.7","124018","4181","142384","4684","(X)","(X)","50.3","(X)","(X)","(X)","126781","4349","0.8","0.4","0.8","0.6","1.2","0.6","2.0","0.7","3.7","0.9","11.5","1.5","11.8","1.7","24.7","2.1","19.7","1.9","23.8","1.9","136906","5014","N","N","(X)","(X)","(X)","(X)","(X)","(X)","55446","3696","6.5","1.7","4.7","1.7","13.9","2.8","8.1","1.9","12.2","2.7","17.6","3.1","13.3","2.7","14.2","2.6","4.8","1.4","4.7","1.4","57269","5693","73744","4936","(X)","(X)","(X)","(X)","42.9","(X)"
