"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"5001600US0633","Congressional District 33 (116th Congress), California","291655","5400","4.6","0.8","2.6","0.4","4.3","0.7","4.2","0.6","5.8","0.7","11.8","1.2","10.3","1.0","16.3","1.2","11.8","0.9","28.3","1.3","117012","5000","184515","6629","35.2","(X)","(X)","(X)","(X)","(X)","166165","5457","1.8","0.6","1.2","0.5","2.2","0.7","2.6","0.7","4.2","0.9","10.2","1.3","8.3","1.2","17.2","1.6","13.3","1.4","39.0","2.0","155198","7290","234690","11058","(X)","(X)","35.8","(X)","(X)","(X)","136348","4950","1.2","0.5","0.5","0.3","1.8","0.7","2.2","0.8","3.2","0.8","8.4","1.3","7.5","1.4","17.1","1.7","14.2","1.6","43.9","2.2","175166","8814","N","N","(X)","(X)","(X)","(X)","(X)","(X)","125490","5293","8.3","1.7","4.7","0.9","7.0","1.2","6.5","1.0","8.3","1.2","14.0","1.9","12.5","1.6","15.5","1.6","9.6","1.4","13.6","1.3","76982","5238","115264","6021","(X)","(X)","(X)","(X)","33.2","(X)"
"5001600US0634","Congressional District 34 (116th Congress), California","257349","5610","9.8","1.0","6.3","0.8","10.1","0.9","9.6","0.9","11.9","1.0","17.2","1.0","10.8","1.0","12.8","1.0","5.0","0.7","6.5","0.8","52043","1132","75939","2381","38.0","(X)","(X)","(X)","(X)","(X)","142416","4476","5.9","1.1","3.0","0.9","11.9","1.3","11.1","1.5","13.1","1.3","17.2","1.5","11.6","1.4","12.8","1.2","5.4","0.9","7.9","1.0","56017","2599","83893","3404","(X)","(X)","42.5","(X)","(X)","(X)","84646","3921","2.3","0.8","1.9","0.8","9.6","1.5","9.8","1.4","12.2","1.8","17.4","2.0","12.6","1.9","15.5","1.7","6.9","1.2","11.9","1.6","68320","5199","103565","5321","(X)","(X)","(X)","(X)","(X)","(X)","114933","4981","15.9","1.6","10.7","1.4","9.6","1.4","7.8","1.2","10.6","1.6","16.1","1.5","9.2","1.4","11.8","1.4","4.3","1.0","4.1","1.1","43016","3811","61831","3290","(X)","(X)","(X)","(X)","30.3","(X)"
"5001600US0635","Congressional District 35 (116th Congress), California","201969","4384","4.0","0.8","3.2","0.8","6.5","0.9","7.3","1.0","11.8","1.3","18.1","1.6","17.0","1.6","20.1","1.4","7.4","1.0","4.7","0.8","73069","3625","85742","2421","43.2","(X)","(X)","(X)","(X)","(X)","163534","3881","4.5","1.0","2.1","0.7","5.4","0.9","7.0","1.0","11.7","1.3","18.9","1.7","17.6","1.8","21.0","1.6","7.4","1.1","4.4","0.7","75421","2562","86011","2142","(X)","(X)","44.5","(X)","(X)","(X)","110446","3795","1.9","0.7","1.3","0.6","3.6","0.9","5.0","1.0","10.2","1.5","18.2","2.0","18.8","2.0","25.3","2.1","9.5","1.5","6.2","1.1","86531","2480","98946","2711","(X)","(X)","(X)","(X)","(X)","(X)","38435","3517","7.5","2.2","8.6","2.5","13.4","3.2","10.0","2.5","12.1","3.2","16.4","3.0","12.5","3.0","12.0","2.7","3.0","1.3","4.4","3.0","46220","7752","67395","8768","(X)","(X)","(X)","(X)","30.8","(X)"
"5001600US0636","Congressional District 36 (116th Congress), California","277381","5332","7.3","1.2","5.4","0.7","10.4","1.1","8.6","0.9","12.4","1.1","15.4","1.3","12.6","1.2","14.7","1.3","6.5","0.7","6.8","0.8","58728","3542","84905","3007","37.7","(X)","(X)","(X)","(X)","(X)","178419","5224","4.7","1.1","3.1","0.8","7.5","1.2","7.5","1.2","13.0","1.6","16.4","1.4","14.0","1.7","17.4","1.7","7.8","0.9","8.5","0.9","71628","3038","96971","3280","(X)","(X)","40.9","(X)","(X)","(X)","128376","5144","2.1","0.6","2.1","0.9","5.9","1.2","5.4","1.2","11.2","1.8","16.9","1.7","14.8","1.9","20.4","2.0","9.6","1.3","11.4","1.2","84822","3771","113958","4259","(X)","(X)","(X)","(X)","(X)","(X)","98962","5579","12.9","2.4","10.0","1.5","16.2","1.9","11.3","2.0","11.7","1.8","13.6","2.1","8.5","1.6","8.7","1.5","3.9","0.9","3.2","0.7","34486","3125","59590","4515","(X)","(X)","(X)","(X)","30.2","(X)"
"5001600US0637","Congressional District 37 (116th Congress), California","275527","6417","7.3","0.8","4.8","0.7","7.4","0.9","7.9","0.9","10.2","1.0","15.7","1.4","9.6","1.0","15.9","1.3","9.2","0.8","12.1","1.0","69573","2946","106810","4406","43.5","(X)","(X)","(X)","(X)","(X)","149770","5073","4.2","1.0","2.5","0.7","6.2","1.1","8.4","1.3","10.2","1.5","15.8","1.8","9.7","1.3","17.2","1.6","10.9","1.3","14.8","1.3","81158","4416","126649","7061","(X)","(X)","47.7","(X)","(X)","(X)","92177","3923","1.6","0.6","1.7","0.8","4.2","1.1","5.9","1.3","7.9","1.7","12.2","1.8","10.4","1.7","18.6","2.2","14.9","2.1","22.7","1.9","115274","6684","164021","10385","(X)","(X)","(X)","(X)","(X)","(X)","125757","4926","11.6","1.4","7.8","1.4","9.2","1.6","8.5","1.6","10.2","1.3","15.1","1.9","9.5","1.3","13.3","1.8","6.6","1.1","8.1","1.3","52468","4315","79067","3903","(X)","(X)","(X)","(X)","37.3","(X)"
"5001600US0638","Congressional District 38 (116th Congress), California","203171","4260","4.0","0.8","2.8","0.6","7.4","0.9","6.3","0.9","10.4","1.2","16.5","1.3","13.6","1.1","21.1","1.6","10.8","1.1","7.0","0.9","79573","3166","93523","2629","36.5","(X)","(X)","(X)","(X)","(X)","162017","3255","2.6","0.7","1.5","0.5","5.6","0.9","5.5","0.9","9.9","1.3","17.1","1.6","15.4","1.5","22.7","1.6","11.5","1.2","8.1","1.1","85789","2895","100862","2717","(X)","(X)","36.3","(X)","(X)","(X)","112041","3454","1.4","0.6","1.2","0.5","4.5","1.0","4.3","1.1","7.8","1.4","15.6","1.7","15.0","1.6","25.1","2.0","14.4","1.6","10.7","1.4","100194","3221","113368","3551","(X)","(X)","(X)","(X)","(X)","(X)","41154","3136","11.7","2.5","8.8","2.0","16.0","3.2","11.1","2.4","14.2","2.9","14.3","2.6","7.7","1.7","11.5","2.7","3.4","1.5","1.3","0.7","36587","2680","51649","3843","(X)","(X)","(X)","(X)","34.5","(X)"
"5001600US0639","Congressional District 39 (116th Congress), California","229737","4246","3.0","0.6","1.9","0.4","4.1","0.6","5.3","0.8","8.1","0.9","16.0","1.3","13.4","1.4","22.3","1.5","11.3","0.9","14.6","1.2","96431","3496","118771","3300","34.8","(X)","(X)","(X)","(X)","(X)","181486","3791","1.9","0.5","1.0","0.4","3.3","0.6","4.9","0.9","7.5","1.0","15.4","1.5","13.8","1.4","23.0","1.6","12.8","1.1","16.4","1.3","102118","2757","126871","3709","(X)","(X)","34.6","(X)","(X)","(X)","140929","4573","0.9","0.3","0.5","0.3","2.4","0.6","4.1","0.9","6.9","1.1","13.4","1.5","12.9","1.7","24.2","1.7","14.7","1.4","20.0","1.6","115658","3999","140058","4312","(X)","(X)","(X)","(X)","(X)","(X)","48251","3207","8.0","2.1","6.5","1.8","8.1","1.7","7.7","1.8","11.3","2.3","18.7","3.0","12.0","2.5","17.9","2.8","5.4","1.5","4.4","1.3","61220","3999","77403","5380","(X)","(X)","(X)","(X)","32.4","(X)"
"5001600US0640","Congressional District 40 (116th Congress), California","179420","4279","4.7","0.8","5.4","0.8","12.0","1.2","10.6","1.2","15.4","1.5","18.7","1.4","13.5","1.3","12.4","1.2","4.9","0.8","2.4","0.6","51774","1758","65954","1949","43.4","(X)","(X)","(X)","(X)","(X)","147079","3542","4.9","0.9","4.4","0.9","11.0","1.3","11.5","1.2","14.8","1.6","19.2","1.7","14.1","1.4","12.9","1.4","4.9","0.8","2.3","0.6","52960","2056","66864","2078","(X)","(X)","43.7","(X)","(X)","(X)","81272","3412","1.9","0.8","3.0","1.1","8.3","1.8","9.4","1.6","14.2","2.1","20.5","2.1","16.4","2.2","15.6","2.2","7.2","1.4","3.5","0.9","64731","3020","79200","3028","(X)","(X)","(X)","(X)","(X)","(X)","32341","2685","11.8","2.5","13.4","2.8","20.6","3.5","10.3","3.0","15.9","3.6","11.9","2.9","9.1","2.7","3.9","1.5","2.7","1.6","0.3","0.3","28638","4224","40939","3501","(X)","(X)","(X)","(X)","34.6","(X)"
"5001600US0641","Congressional District 41 (116th Congress), California","195146","4360","3.8","0.6","3.4","0.8","6.6","0.8","6.1","0.8","12.5","1.4","20.8","1.6","15.3","1.5","18.3","1.5","7.5","0.9","5.7","1.0","69984","2910","85695","2384","47.8","(X)","(X)","(X)","(X)","(X)","154234","3869","2.5","0.7","1.7","0.6","5.9","1.0","6.3","1.0","12.4","1.7","21.0","1.7","15.8","1.7","19.4","1.8","8.5","1.1","6.4","1.2","75405","3652","90829","2556","(X)","(X)","47.7","(X)","(X)","(X)","103126","4384","1.1","0.5","1.1","0.6","2.9","0.8","4.8","1.0","10.5","1.8","20.3","2.4","17.6","2.2","22.4","2.3","10.5","1.5","8.9","1.6","89826","2927","104076","3063","(X)","(X)","(X)","(X)","(X)","(X)","40912","3329","10.7","2.8","10.4","2.6","11.5","2.3","7.7","1.8","13.7","2.3","21.1","3.6","10.3","2.4","10.2","2.2","2.0","1.1","2.2","1.2","44209","4719","54895","4289","(X)","(X)","(X)","(X)","41.2","(X)"
"5001600US0642","Congressional District 42 (116th Congress), California","236023","5453","3.3","0.7","2.1","0.4","4.5","0.7","6.0","0.8","8.6","0.9","16.6","1.5","12.8","1.2","22.2","1.6","11.8","1.1","12.2","1.4","90651","4748","114232","4124","43.5","(X)","(X)","(X)","(X)","(X)","189106","5014","2.3","0.7","1.2","0.5","4.0","0.8","4.2","0.8","8.5","1.1","16.7","1.7","14.1","1.4","23.0","1.7","12.4","1.0","13.7","1.6","97473","4785","120883","4601","(X)","(X)","43.3","(X)","(X)","(X)","146715","5407","1.2","0.5","0.6","0.4","2.8","0.7","3.0","0.8","6.7","1.1","15.7","1.9","14.1","1.6","25.1","2.0","14.3","1.2","16.6","1.9","109429","4002","131521","4622","(X)","(X)","(X)","(X)","(X)","(X)","46917","4126","9.1","2.8","6.6","2.1","8.9","1.8","13.6","3.1","9.4","2.3","15.9","3.0","9.0","2.3","17.6","3.3","6.0","2.1","3.8","1.3","53604","8199","73783","6616","(X)","(X)","(X)","(X)","40.2","(X)"
"5001600US0643","Congressional District 43 (116th Congress), California","246103","6575","5.3","0.9","4.5","0.7","7.2","1.0","7.9","1.0","12.3","1.2","17.2","1.1","12.4","1.1","16.4","1.2","8.2","1.1","8.6","1.0","66670","2853","91243","2960","39.2","(X)","(X)","(X)","(X)","(X)","166352","5781","3.9","1.0","2.3","0.6","6.5","1.1","7.2","1.1","12.6","1.4","17.6","1.5","13.0","1.4","18.0","1.4","9.0","1.3","9.9","1.3","74889","2465","98281","3917","(X)","(X)","42.6","(X)","(X)","(X)","103705","4880","2.0","0.9","1.3","0.6","4.0","1.1","5.8","1.2","10.4","1.6","15.2","1.8","14.4","2.0","21.0","2.0","11.2","1.7","14.7","1.9","92749","5125","116455","5661","(X)","(X)","(X)","(X)","(X)","(X)","79751","5204","9.8","2.0","9.3","1.9","9.8","1.7","9.9","1.8","12.2","2.1","16.5","2.4","10.5","1.8","11.8","1.9","5.7","1.5","4.4","1.2","48442","3836","69833","4797","(X)","(X)","(X)","(X)","31.1","(X)"
"5001600US0644","Congressional District 44 (116th Congress), California","191030","4510","4.5","0.8","5.4","0.8","8.9","1.0","10.4","1.2","12.2","1.2","20.2","1.7","13.1","1.1","14.7","1.3","5.8","0.9","4.9","0.9","59030","1892","76312","2419","39.7","(X)","(X)","(X)","(X)","(X)","150764","4519","3.6","0.8","3.0","0.7","8.3","1.2","10.4","1.4","12.6","1.5","20.6","1.6","14.7","1.5","15.3","1.5","6.8","1.1","4.7","0.9","62307","2062","79614","2629","(X)","(X)","40.6","(X)","(X)","(X)","92237","4045","1.2","0.7","1.9","0.8","6.6","1.4","9.7","1.7","10.7","1.6","21.3","2.1","16.1","2.3","18.7","2.1","8.0","1.3","5.7","1.2","72739","3839","88509","3621","(X)","(X)","(X)","(X)","(X)","(X)","40266","3295","10.6","2.6","16.1","3.3","14.1","2.6","11.0","2.3","12.5","2.4","15.5","3.4","8.1","2.1","7.3","2.1","2.1","1.1","2.7","1.4","33424","4166","51011","4814","(X)","(X)","(X)","(X)","32.2","(X)"
"5001600US0645","Congressional District 45 (116th Congress), California","281965","5257","5.0","0.8","2.7","0.6","3.4","0.6","3.9","0.7","5.8","0.7","10.8","1.1","11.2","0.8","20.6","1.4","14.1","1.2","22.5","1.4","115427","3441","145091","4374","34.4","(X)","(X)","(X)","(X)","(X)","195337","3990","2.7","0.7","1.3","0.5","1.9","0.5","3.4","0.7","4.8","0.9","8.9","1.3","10.6","1.1","21.7","1.8","16.6","1.5","28.1","1.9","137275","4713","167462","5384","(X)","(X)","35.1","(X)","(X)","(X)","158959","5108","1.8","0.6","0.9","0.4","1.6","0.5","2.3","0.5","3.6","0.7","7.6","1.3","10.0","1.3","21.4","1.8","18.8","1.6","32.0","2.2","151693","5233","183156","6327","(X)","(X)","(X)","(X)","(X)","(X)","86628","5117","10.7","1.9","5.8","1.5","7.1","1.7","5.9","1.4","8.2","1.3","15.6","2.4","12.6","1.9","18.7","2.4","7.1","1.8","8.3","1.7","67642","6583","88234","5481","(X)","(X)","(X)","(X)","31.5","(X)"
"5001600US0646","Congressional District 46 (116th Congress), California","194502","4358","3.4","0.7","2.7","0.6","5.9","1.0","7.5","1.2","11.0","1.3","21.3","1.4","14.5","1.4","18.5","1.6","8.3","1.1","6.8","0.9","71800","2670","91091","2634","60.2","(X)","(X)","(X)","(X)","(X)","149507","3834","2.8","0.7","1.5","0.5","4.9","0.9","7.8","1.4","12.0","1.5","20.8","1.7","15.0","1.6","19.7","1.8","8.5","1.2","7.1","1.1","75406","3821","93162","3040","(X)","(X)","62.1","(X)","(X)","(X)","102392","3935","0.9","0.5","1.0","0.4","3.7","0.9","6.6","1.6","9.8","1.5","20.7","2.1","15.7","1.9","22.7","2.3","10.0","1.5","8.8","1.4","85296","3906","103145","3693","(X)","(X)","(X)","(X)","(X)","(X)","44995","3323","8.7","2.6","8.5","2.1","9.7","2.4","8.3","2.4","11.5","2.7","20.5","2.5","12.2","2.2","12.8","2.3","4.8","1.7","3.0","1.2","54060","5416","68327","6636","(X)","(X)","(X)","(X)","48.9","(X)"
"5001600US0647","Congressional District 47 (116th Congress), California","243994","5978","5.7","0.8","4.0","0.8","7.9","0.9","7.3","1.0","10.0","1.0","16.5","1.4","11.5","0.9","17.5","1.0","8.8","0.9","10.9","0.9","72493","2251","97076","2832","42.6","(X)","(X)","(X)","(X)","(X)","159715","3508","3.7","0.9","2.0","0.6","6.7","1.1","6.7","1.3","9.3","1.1","15.9","1.3","12.0","1.4","18.8","1.4","11.0","1.4","13.9","1.3","86308","4599","111474","4213","(X)","(X)","43.9","(X)","(X)","(X)","110742","3984","1.6","0.7","1.8","0.8","5.2","1.0","4.5","1.1","7.7","1.4","14.3","1.6","11.5","1.4","22.4","1.8","13.1","1.8","17.8","1.6","104840","5091","128677","5052","(X)","(X)","(X)","(X)","(X)","(X)","84279","5432","11.7","1.9","7.9","1.7","10.5","1.9","9.5","1.9","12.0","2.0","17.8","2.4","9.9","1.4","13.2","1.8","4.1","1.0","3.3","1.0","46574","4621","61766","3010","(X)","(X)","(X)","(X)","37.8","(X)"
"5001600US0648","Congressional District 48 (116th Congress), California","264799","5415","3.6","0.6","2.2","0.5","5.2","0.7","5.1","0.7","8.3","1.0","12.5","1.1","12.6","1.1","19.1","1.1","11.3","1.2","20.1","1.3","100604","2589","141950","5446","40.3","(X)","(X)","(X)","(X)","(X)","171552","4429","1.8","0.6","1.5","0.6","4.4","0.9","4.4","0.9","7.4","1.3","10.9","1.2","12.4","1.3","19.0","1.3","13.5","1.6","24.6","1.7","115713","5598","161859","7168","(X)","(X)","42.8","(X)","(X)","(X)","131604","4741","0.8","0.4","1.2","0.7","2.8","0.8","3.9","1.0","6.1","1.2","9.4","1.2","10.6","1.3","20.4","1.6","15.2","1.8","29.8","2.1","135195","6044","N","N","(X)","(X)","(X)","(X)","(X)","(X)","93247","4688","7.2","1.5","3.8","1.0","7.5","1.6","7.0","1.3","10.4","2.1","16.0","1.9","13.4","1.9","17.4","1.9","7.1","1.2","10.3","1.8","70691","5138","99911","9468","(X)","(X)","(X)","(X)","34.3","(X)"
"5001600US0649","Congressional District 49 (116th Congress), California","253903","5839","3.0","0.5","2.1","0.5","4.3","0.7","6.0","0.9","9.2","1.2","12.8","1.1","12.6","1.2","19.1","1.4","10.8","1.0","20.1","1.3","100037","3077","141535","4742","31.3","(X)","(X)","(X)","(X)","(X)","180750","4476","2.0","0.5","0.5","0.3","2.7","0.7","4.7","1.0","7.9","1.3","12.1","1.4","12.9","1.5","19.6","1.5","12.3","1.2","25.2","1.6","117367","5328","159488","6105","(X)","(X)","31.0","(X)","(X)","(X)","146383","4781","0.9","0.4","0.2","0.1","1.7","0.5","3.2","0.9","6.7","1.3","10.9","1.6","11.9","1.6","20.9","1.7","13.7","1.4","29.9","1.9","133815","5148","N","N","(X)","(X)","(X)","(X)","(X)","(X)","73153","5006","6.5","1.4","6.2","1.5","8.8","1.6","9.7","1.9","12.8","2.3","14.9","2.0","12.0","1.8","16.4","2.8","5.9","1.6","6.7","1.6","59315","5028","89269","6962","(X)","(X)","(X)","(X)","29.9","(X)"
"5001600US0650","Congressional District 50 (116th Congress), California","245557","5586","5.4","0.9","2.4","0.6","6.8","0.9","6.8","1.1","10.3","1.0","16.6","1.2","12.3","1.1","18.6","1.4","9.9","1.0","10.8","1.1","78346","4093","101442","3277","36.1","(X)","(X)","(X)","(X)","(X)","178798","4193","3.3","0.8","1.7","0.6","5.3","0.8","5.5","1.0","9.3","1.4","16.4","1.4","13.7","1.5","20.3","1.7","11.5","1.2","13.0","1.3","90176","3701","113219","3954","(X)","(X)","36.5","(X)","(X)","(X)","134393","4615","1.3","0.5","0.7","0.4","4.0","1.0","4.0","1.0","7.1","1.4","15.8","1.7","13.8","1.5","23.7","1.9","13.5","1.5","16.0","1.5","104520","3764","128637","4937","(X)","(X)","(X)","(X)","(X)","(X)","66759","4786","13.8","2.8","5.4","1.5","12.3","2.5","10.0","2.5","14.0","2.5","16.7","2.4","8.5","2.1","11.1","2.1","4.0","1.3","4.1","1.7","42302","3458","60469","4542","(X)","(X)","(X)","(X)","32.2","(X)"
"5001600US0651","Congressional District 51 (116th Congress), California","207851","5888","4.8","1.0","7.6","1.1","9.8","1.1","10.1","1.1","15.0","1.4","17.5","1.3","14.0","1.4","13.6","1.1","4.6","0.9","3.0","0.6","52471","1982","68571","2248","49.1","(X)","(X)","(X)","(X)","(X)","153863","5249","3.0","0.8","4.9","1.0","8.6","1.3","10.4","1.4","15.9","1.8","19.0","1.5","14.5","1.6","14.8","1.3","5.4","1.1","3.4","0.7","57678","2362","74262","2713","(X)","(X)","50.9","(X)","(X)","(X)","98807","5283","0.9","0.5","3.8","1.3","7.5","1.6","8.6","1.4","13.4","2.1","18.1","2.0","16.7","2.3","18.9","1.8","7.3","1.7","4.8","1.0","71430","3812","86180","3507","(X)","(X)","(X)","(X)","(X)","(X)","53988","4330","12.1","2.6","16.2","3.3","15.4","2.8","10.2","2.4","12.8","2.4","14.1","2.8","9.7","2.0","6.9","2.1","1.4","0.8","1.2","0.6","31023","3352","44881","3551","(X)","(X)","(X)","(X)","39.5","(X)"
"5001600US0652","Congressional District 52 (116th Congress), California","287694","6357","4.2","0.7","3.0","0.5","4.0","0.7","3.8","0.7","7.1","0.9","11.8","1.2","12.2","1.2","21.0","1.3","12.3","1.0","20.8","1.2","106524","4446","138669","4124","31.7","(X)","(X)","(X)","(X)","(X)","179266","5362","2.1","0.7","1.1","0.5","2.0","0.6","3.1","0.7","5.9","1.0","9.8","1.5","11.5","1.7","21.5","1.5","15.8","1.5","27.1","1.7","130779","5297","163470","5446","(X)","(X)","29.4","(X)","(X)","(X)","145602","5465","1.1","0.5","0.8","0.4","1.6","0.6","2.3","0.7","5.1","1.1","8.0","1.3","10.2","1.6","22.2","1.6","17.0","1.7","31.7","2.0","146794","5619","179481","6570","(X)","(X)","(X)","(X)","(X)","(X)","108428","5667","7.6","1.4","6.4","1.3","7.4","1.6","5.3","1.2","10.1","1.7","15.3","1.8","13.0","1.8","19.6","2.4","6.5","1.2","8.9","1.5","70773","4417","92646","5313","(X)","(X)","(X)","(X)","33.8","(X)"
"5001600US0653","Congressional District 53 (116th Congress), California","276264","6263","3.7","0.6","2.7","0.5","6.3","0.9","6.0","0.8","9.1","1.0","17.1","1.3","15.9","1.5","19.3","1.5","9.8","1.0","10.0","1.0","82083","2672","105290","3486","39.4","(X)","(X)","(X)","(X)","(X)","173394","5596","2.2","0.8","1.0","0.5","4.4","0.9","5.6","1.0","8.7","1.4","16.1","1.8","16.3","2.1","21.5","1.8","11.3","1.2","12.8","1.3","93294","4493","117960","3722","(X)","(X)","41.0","(X)","(X)","(X)","127479","4615","1.1","0.5","1.0","0.5","3.1","0.9","4.1","1.1","7.2","1.2","13.8","2.1","16.2","2.0","24.3","2.2","13.4","1.4","15.9","1.7","108192","5731","132280","4795","(X)","(X)","(X)","(X)","(X)","(X)","102870","5679","7.3","1.5","5.6","1.2","9.6","2.0","7.3","1.4","10.8","1.6","19.7","2.3","15.4","2.5","14.7","2.3","5.2","1.4","4.5","1.3","61289","2876","78286","6957","(X)","(X)","(X)","(X)","35.4","(X)"
"5001600US1000","Congressional District (at Large) (116th Congress), Delaware","376239","3536","5.4","0.7","3.6","0.5","7.1","0.8","7.2","0.8","11.9","0.9","18.3","0.9","13.6","1.1","17.0","1.0","8.5","0.8","7.4","0.7","70176","1623","92445","2533","42.0","(X)","(X)","(X)","(X)","(X)","242584","5114","2.7","0.6","2.1","0.5","4.6","1.0","5.5","0.8","10.7","1.1","16.7","1.3","15.6","1.5","21.8","1.3","10.4","1.1","10.0","1.0","87148","2581","109065","3676","(X)","(X)","41.7","(X)","(X)","(X)","177794","4951","0.9","0.4","1.0","0.4","2.8","0.7","4.0","0.7","8.4","1.1","15.8","1.4","16.7","1.7","25.2","1.5","13.0","1.4","12.3","1.2","100609","2942","124535","4650","(X)","(X)","(X)","(X)","(X)","(X)","133655","4802","11.7","1.7","6.5","1.4","12.2","1.5","10.7","1.6","14.7","1.5","20.5","1.7","10.0","1.5","7.5","1.3","3.9","0.9","2.3","0.6","44071","2049","58190","2619","(X)","(X)","(X)","(X)","41.5","(X)"
